uniprot_id	ec_number	protein_name	organism	score
A0A8J7X1D0_9GAMM	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Silanimonas sp	650
A0A2U1C684_9BURK	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Simplicispira sp. 125	250
A0A1V5DK46_9BACT	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Smithella sp. PtaU1.Bin162	250
A0A249MVG8_SPHXE	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Sphingobium xenophagum	650
A0A147IA58_9SPHN	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Sphingomonas endophytica	650
A0A246JS53_9SPHN	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Sphingopyxis bauzanensis	650
TRPF_STAA1	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Staphylococcus aureus (strain Mu3 / ATCC 700698)	250
TRPF_STRMU	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	250
A0A554XMD0_9BURK	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Tepidimonas fonticaldi	650
A0A7W4CTF4_9ACTN	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Tessaracoccus sp. MC1756	250
D5X785_THEPJ	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Thermincola potens (strain JR)	250
A0A1Q3Y967_9PROT	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Thiobacillus sp. 65-1402	250
A0A519EVB2_9BURK	EC:5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	Variovorax sp	650
Q6AA52_CUTAK	EC:5.3.1.25	L-fucose isomerase (EC 5.3.1.25)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
A0A7H0H356_9ACTN	EC:5.3.1.25	L-fucose isomerase (FucIase) (EC 5.3.1.25) (6-deoxy-L-galactose isomerase)	Tessaracoccus defluvii	650
A0A377L2F2_9ENTE	EC:5.3.1.26	Galactose-6-phosphate isomerase subunit LacB (EC 5.3.1.26)	Enterococcus durans	650
LACA_STAAW	EC:5.3.1.26	Galactose-6-phosphate isomerase subunit LacA (EC 5.3.1.26)	Staphylococcus aureus (strain MW2)	250
LACB2_STRP1	EC:5.3.1.26	Galactose-6-phosphate isomerase subunit LacB 2 (EC 5.3.1.26)	Streptococcus pyogenes serotype M1	250
A0A7W8MWT7_9BACI	EC:5.3.1.27	6-phospho-3-hexuloisomerase (EC 5.3.1.27)	Anoxybacillus tepidamans	650
I3E4F5_BACMT	EC:5.3.1.27	6-phospho 3-hexuloisomerase (EC 5.3.1.27)	Bacillus methanolicus PB1	250
A0AAP6ISJ2_9ENTE	EC:5.3.1.27	6-phospho-3-hexuloisomerase (EC 5.3.1.27)	Enterococcus cecorum	650
A0A380G3F2_9STAP	EC:5.3.1.27	6-phospho 3-hexuloisomerase (EC 5.3.1.27)	Staphylococcus petrasii	650
A0A6S7C883_9BURK	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Achromobacter dolens	650
A0AAJ2BWE1_ACIDE	EC:5.3.1.28	D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)	Acidovorax delafieldii (Pseudomonas delafieldii)	250
G8QLJ4_AZOOP	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Azospira oryzae (strain ATCC BAA-33 / DSM 13638 / PS) (Dechlorosoma suillum)	250
E0XSU5_9PROT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	uncultured beta proteobacterium HF0130_04F21	150
A0A935JWW0_9RHOO	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Candidatus Dechloromonas phosphorivorans	150
C0Q9T9_DESAH	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7U3YNM4_DESPD	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Desulfobulbus propionicus (strain ATCC 33891 / DSM 2032 / VKM B-1956 / 1pr3)	250
A0A8G2C5I7_DESNO	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Desulfomicrobium norvegicum (strain DSM 1741 / NCIMB 8310) (Desulfovibrio baculatus (strain Norway 4)) (Desulfovibrio desulfuricans (strain Norway 4))	250
A0A525CGX8_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Desulfovibrio sp	650
A0A1M4WNV7_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Flavisolibacter ginsengisoli DSM 18119	250
D9SE64_GALCS	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Gallionella capsiferriformans (strain ES-2) (Gallionella ferruginea capsiferriformans (strain ES-2))	250
A0A9D7SHU1_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Candidatus Geothrix skivensis	150
A0A556W937_HALSX	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Halomonas sp	650
J3HYN5_9BURK	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Herbaspirillum sp. YR522	250
A0A4P6WT32_HYDPS	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28)	Hydrogenophaga pseudoflava (Pseudomonas carboxydoflava)	250
A0A378JP68_9GAMM	EC:5.3.1.28	DnaA initiator-associating factor for replication initiation (EC 5.3.1.28)	Legionella gratiana	650
A0A1X0IHI2_9MYCO	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Mycobacterium paraseoulense	650
A0A7H1ME31_9NEIS	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Neisseria musculi	650
A0A955Q2L4_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Nitrospira sp	650
B1ZRP8_OPITP	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1)	250
A0A1A8XP97_9RHOO	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Candidatus Propionivibrio aalborgensis	150
A0AAW8NAY2_PSEOX	EC:5.3.1.28	D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A2K4XBX9_PSEVC	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28)	Pseudoalteromonas carrageenovora IAM 12662	250
GMHA_PSEU2	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Pseudomonas syringae pv. syringae (strain B728a)	250
A0A0S9LRP7_9BURK	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Pseudorhodoferax sp. Leaf265	250
A0AAT9GG20_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Sediminibacterium sp. KACHI17	250
A0A1V5DT57_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Smithella sp. PtaU1.Bin162	250
A0A923DK92_9BACT	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Syntrophus sp. (in: bacteria)	250
A0A554X4R5_9BURK	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28)	Tepidimonas charontis	650
A0A2W5QTB8_ANCNO	EC:5.3.1.28	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Ancylobacter novellus (Thiobacillus novellus)	150
A0A7W5DCG7_9BURK	EC:5.3.1.28	D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)	Variovorax sp. Sphag1AA	250
A0A327Y9K8_9BACI	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Anoxybacillus vitaminiphilus	650
A0A9D2THJ4_9MICO	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Candidatus Brachybacterium intestinipullorum	150
A0AAD0VNS4_CUTAC	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Cutibacterium acnes (Propionibacterium acnes)	250
A0AAW8T0L4_9ENTE	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Enterococcus raffinosus	650
A0A4U0RA55_9RHOB	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Paracoccus gahaiensis	650
A0AAD0VNS4_CUTAC	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Cutibacterium acnes (Propionibacterium acnes)	150
A0A5R8VIP2_9MICC	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Pseudarthrobacter sp. NamB4	250
A0A7W4CZV7_9ACTN	EC:5.3.1.30	5-deoxy-glucuronate isomerase (EC 5.3.1.30)	Tessaracoccus sp. MC1627	250
A0A9D2LGB9_9MICO	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Candidatus Brachybacterium merdavium	150
A0A1L7CU34_9CORY	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Corynebacterium frankenforstense DSM 45800	250
G4CW66_9ACTN	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Cutibacterium avidum ATCC 25577	250
A0A940L838_9BACT	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Flavisolibacter sp	650
A0A0Q9C388_9CELL	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Oerskovia sp. Root918	250
A0A2T6CKX5_9BACT	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Opitutus sp. ER46	250
A0A9D2G0B3_9BACT	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Candidatus Prevotella avicola	150
A0A7K1NK68_9MICC	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Pseudarthrobacter sp. GA104	250
A0A4R6J403_9BACT	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Sediminibacterium goheungense	650
A0AAE4TKF3_9GAMM	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Shewanella xiamenensis	650
A0A7W4D3W2_9ACTN	EC:5.3.1.4	L-arabinose isomerase (EC 5.3.1.4)	Tessaracoccus sp. MC1679	250
A0A160FAQ2_9BACI	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Anoxybacillus sp. B7M1	250
W9BY90_9SPHN	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Blastomonas sp. CACIA14H2	250
Z9JQM3_9MICO	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Brachybacterium phenoliresistens	650
A0A6G9A4F2_9BRAD	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Bradyrhizobium symbiodeficiens	650
A0A0B5QFJ3_CLOBE	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Clostridium beijerinckii (Clostridium MP)	250
A0A940RAE4_9BACT	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Flavisolibacter sp	650
A0A0B9A1L5_9SPHN	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Novosphingobium subterraneum	650
A0A163RHN0_9CELL	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Oerskovia enterophila	650
B1ZVV5_OPITP	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1)	250
A0A4Y5STW1_9RHOB	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Paracoccus liaowanqingii	650
A0A4Y6R2L8_9MICC	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Pseudarthrobacter sp. NIBRBAC000502772	250
A0AAD0CA71_9GAMM	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Pseudoalteromonas sp. 13-15	250
A0A2M8JWE4_9BACT	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Sediminibacterium sp. FEMGT703S	250
A0A553JZ24_9ACTN	EC:5.3.1.5	Xylose isomerase (EC 5.3.1.5)	Tessaracoccus rhinocerotis	650
H6LBU6_ACEWD	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6)	Acetobacterium woodii (strain ATCC 29683 / DSM 1030 / JCM 2381 / KCTC 1655 / WB1)	250
A0A2S0I549_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Achromobacter spanius	650
A0A963YQM4_9PROT	EC:5.3.1.6	Ribose-5-phosphate isomerase (EC 5.3.1.6)	Acidisoma silvae	650
A0A7X0PB73_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Acidovorax soli	650
A0A1H0RJA5_9BRAD	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Afipia sp. GAS231	250
A0A160F1M6_9BACI	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Anoxybacillus amylolyticus	650
G8QPQ4_AZOOP	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Azospira oryzae (strain ATCC BAA-33 / DSM 13638 / PS) (Dechlorosoma suillum)	250
A0A2B3U4D7_BACCE	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Bacillus cereus	650
B6BUC1_9PROT	EC:5.3.1.6	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	beta proteobacterium KB13	150
A0A1B3N9F9_9SPHN	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Blastomonas sp. RAC04	250
A0A345YLB1_9MICO	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Brachybacterium saurashtrense	650
A0A1M7SS65_9BRAD	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Bradyrhizobium erythrophlei	650
A0A1H1L0S7_9MICO	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Brevibacterium sandarakinum	650
A0A3B8UJE9_9CAUL	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Brevundimonas sp	650
D2MM88_9FIRM	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6)	Bulleidia extructa W1219	250
A0A2N5DRW4_9CAUL	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Caulobacter zeae	650
A0A3D9C290_9FLAO	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Chryseobacterium pennae	650
A0A1V4ICK7_9CLOT	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Clostridium chromiireducens	650
Q6A7A4_CUTAK	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
A0A930BUI2_9RHOO	EC:5.3.1.6	ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	Dechloromonas agitata	650
A0A445N3C1_9BACT	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6)	uncultured Desulfobacterium sp	150
A0A7U3YML5_DESPD	EC:5.3.1.6	Ribose-5-phosphate isomerase (EC 5.3.1.6)	Desulfobulbus propionicus (strain ATCC 33891 / DSM 2032 / VKM B-1956 / 1pr3)	250
A0A949KYX4_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Desulfomicrobium sp	650
J7J215_DESMD	EC:5.3.1.6	Ribose-5-phosphate isomerase (EC 5.3.1.6)	Desulfosporosinus meridiei (strain ATCC BAA-275 / DSM 13257 / KCTC 12902 / NCIMB 13706 / S10)	250
C8VZA1_DESAS	EC:5.3.1.6	Sugar-phosphate isomerase, RpiB/LacA/LacB family (EC 5.3.1.6)	Desulfofarcimen acetoxidans (strain ATCC 49208 / DSM 771 / KCTC 5769 / VKM B-1644 / 5575) (Desulfotomaculum acetoxidans)	150
A0A933YZ18_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Desulfovibrio sp	650
A0A1T4SQH2_9HYPH	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Enhydrobacter aerosaccus	650
A0AAP6ITD1_9ENTE	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Enterococcus cecorum	650
E7FVX0_ERYRH	EC:5.3.1.6	Ribose/Galactose Isomerase (EC 5.3.1.6)	Erysipelothrix rhusiopathiae ATCC 19414	250
A0A5B8UM67_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Flavisolibacter ginsenosidimutans	650
A0A3D2NIV8_9PROT	EC:5.3.1.6	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	Gallionella sp	650
A0A9D7XHF3_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Candidatus Geothrix skivensis	150
A0A2A2EYL8_9GAMM	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Halomonas salipaludis	650
A0A223PD26_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Herbaspirillum sp. meg3	250
A0A372EMX9_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Hydrogenophaga borbori	650
A0A0W0Y6B8_9GAMM	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Legionella quinlivanii	650
A0A9W6GRQ2_9HYPH	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Methylocystis echinoides	650
A0A7W9CNY0_9MICC	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Micrococcus sp. TA1	250
A0A045K0E0_MYCTX	EC:5.3.1.6	Ribose-5-phosphate isomerase (EC 5.3.1.6)	Mycobacterium tuberculosis	650
A0A7W6GJN0_9HYPH	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Mycoplana azooxidifex	650
A0A2P7U093_9NEIS	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Neisseria iguanae	650
A0A0K2G6W0_NITMO	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Nitrospira moscoviensis	650
A0A7Y4YWY6_9SPHN	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Novosphingobium sp	650
A0A0Q9CAM8_9CELL	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Oerskovia sp. Root918	250
A0A2H5EWY7_9RHOB	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Paracoccus zhejiangensis	650
A0A9E0J489_9CAUL	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Phenylobacterium sp	650
A0A4D7BBW5_9HYPH	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Phreatobacter stygius	650
A0A0P7YLI2_9SPHN	EC:5.3.1.6	Ribose-5-phosphate isomerase (EC 5.3.1.6)	Porphyrobacter sp. HL-46	250
A0A930NDI3_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Prevotella sp	650
U2QPF1_9ACTN	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6)	Propionibacterium acidifaciens F0233	250
A0A9D7FDT9_9RHOO	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Candidatus Propionivibrio dominans	150
A0A5R8VHA5_9MICC	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Pseudarthrobacter sp. NamB4	250
A0A1Q2GZA0_9GAMM	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Pseudoalteromonas aliena	650
RPIA_STUS1	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	150
A0A0S9M3C5_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Pseudorhodoferax sp. Leaf265	250
A0A940X487_9GAMM	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Pseudoxanthomonas helianthi	650
A0AAD2B6A2_9RALS	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Ralstonia holmesii	650
A0A851GU79_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Sediminibacterium sp. Gen4	250
RPIA_SHEWM	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Shewanella woodyi (strain ATCC 51908 / MS32)	250
A0A8J8BIM0_9GAMM	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Silanimonas sp	650
A0A2U1C4C1_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Simplicispira sp. 125	250
A0A847A1T2_9BACT	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Smithella sp	650
A0A5J5I932_9SPHN	EC:5.3.1.6	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	Sphingobium limneticum	650
A0A097EEJ5_9SPHN	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Sphingomonas taxi	650
A0A246JZA3_9SPHN	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Sphingopyxis witflariensis	650
A0A151A1S6_9STAP	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Staphylococcus kloosii	650
RPIA_STRA5	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	250
A0A1V5E6G6_9BACT	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6)	Syntrophus sp. PtaU1.Bin208	250
A0A554XKM4_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Tepidimonas charontis	650
A0A1R1IFU3_9ACTN	EC:5.3.1.6	Ribose-5-phosphate isomerase B (EC 5.3.1.6) (Phosphoriboisomerase B)	Tessaracoccus sp. ZS01	250
A0A2W1K5R3_ACIFR	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans)	150
A0A7T3RE70_9SPIR	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Treponema peruense	650
A0A9X1VUS7_9BURK	EC:5.3.1.6	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	Variovorax terrae	650
A0A160F8J6_9BACI	EC:5.3.1.8	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Anoxybacillus sp. B7M1	250
A0AAP7N8I2_BACAM	EC:5.3.1.8	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Bacillus amyloliquefaciens (Bacillus velezensis)	250
A0A1B3N6J1_9SPHN	EC:5.3.1.8	Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase (EC 5.3.1.8)	Blastomonas sp. RAC04	250
A0A841AI69_9MICO	EC:5.3.1.8	mannose-6-phosphate isomerase (EC 5.3.1.8)	Brachybacterium aquaticum	650
A0AB38S5M7_9BRAD	EC:5.3.1.8	Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase (EC 2.7.7.13, EC 5.3.1.8)	Bradyrhizobium sp. C-145	250
A0A6N9H9J9_9MICO	EC:5.3.1.8	mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase)	Brevibacterium rongguiense	650
A0A7W9L6V1_BREVE	EC:5.3.1.8	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Brevundimonas vesicularis (Pseudomonas vesicularis)	250
Q0ALW9_MARMM	EC:5.3.1.8	Mannose-6-phosphate isomerase, type 3 (EC 5.3.1.8)	Maricaulis maris (strain MCS10) (Caulobacter maris)	150
